合租·美荔园,4居室,南卧,罗湖区,罗湖区-地王-美荔园,7.80㎡,4室1厅2卫,1860
东门168,1室1厅,东南,罗湖区,40.50,东南,低楼层（24层）,3300
合租·马古岭小区,4居室,南卧,罗湖区,罗湖区-翠竹-马古岭小区,11.80㎡,4室1厅1卫,1630
鹏兴花园五期,3室2厅,东南/南,罗湖区,81.00,东南南,中楼层（18层）,6000
合租·新港鸿花园,4居室,南卧,罗湖区,罗湖区-百仕达-新港鸿花园,13.20㎡,4室1厅2卫,2260
合租·侨社小区,6居室,南卧,罗湖区,15.00,南,低楼层（8层）,1400
金丽豪苑,3室1厅,南,罗湖区,95.00,南,高楼层（34层）,7800
天玺一号,3室2厅,东南,罗湖区,63.00,东南,高楼层（32层）,9000
合租·128大院,4居室,南卧,罗湖区,罗湖区-东门-128大院,17.76㎡,4室1厅1卫,1790
嘉湖新都,1室1厅,南,罗湖区,32.00,南,低楼层（25层）,4200
都市名园,3室2厅,东,罗湖区,105.59,东,中楼层（32层）,8500
铁东小区,3室2厅,南,罗湖区,85.00,南,高楼层（7层）,5300
合租·经典家园,4居室,东卧,罗湖区,罗湖区-地王-经典家园,6.70㎡,4室1厅2卫,1590
缤纷时代家园,2室1厅,北,罗湖区,60.00,北,低楼层（33层）,6000
合租·中海天钻,5居室,东卧,罗湖区,罗湖区-万象城-中海天钻,10.02㎡,5室1厅2卫,2430
都市名园,3室2厅,南,罗湖区,84.97,南,中楼层（32层）,8500
合租·深业东岭二期,4居室,东卧,罗湖区,罗湖区-黄贝岭-深业东岭二期,11.60㎡,4室1厅2卫,2590
海珑华苑,1室0厅,北,罗湖区,45.00,北,中楼层（27层）,3400
合租·马古岭小区,4居室,南卧,罗湖区,罗湖区-翠竹-马古岭小区,8.00㎡,4室1厅2卫,1930
柏丽花园,2室1厅,西南,罗湖区,76.00,西南,中楼层（32层）,6500
合租·都市名园,4居室,北卧,罗湖区,罗湖区-万象城-都市名园,9.90㎡,4室1厅2卫,2690
雍翠豪园,2室1厅,南,罗湖区,60.00,南,低楼层（9层）,4500
合租·金景花园,3居室,西卧,罗湖区,罗湖区-银湖-金景花园,8.42㎡,3室1厅1卫,1660
源兴居,2室1厅,西南,罗湖区,57.00,西南,低楼层（32层）,4500
合租·洪湖花园,4居室,西卧,罗湖区,罗湖区-洪湖-洪湖花园,6.10㎡,4室1厅2卫,1390
泊林花园,3室2厅,东,罗湖区,81.00,东,低楼层（23层）,7500
合租·宝丽大厦,4居室,东卧,罗湖区,罗湖区-地王-宝丽大厦,9.50㎡,4室1厅1卫,1890
金丽豪苑,2室1厅,东,罗湖区,61.77,东,中楼层（30层）,4800
合租·罗湖金岸大厦,3居室,南卧,罗湖区,罗湖区-罗湖口岸-罗湖金岸大厦,9.50㎡,3室1厅1卫,1960
合正锦湖魅力城,1室1厅,南,罗湖区,39.00,南,低楼层（31层）,3800
合租·马古岭小区,4居室,南卧,罗湖区,罗湖区-翠竹-马古岭小区,11.80㎡,4室1厅1卫,1630
东门168,1室1厅,东南,罗湖区,40.50,东南,低楼层（24层）,3300
合租·美荔园,4居室,南卧,罗湖区,罗湖区-地王-美荔园,7.80㎡,4室1厅2卫,1860
金丽豪苑,3室1厅,南,罗湖区,95.00,南,高楼层（34层）,7800
合租·新港鸿花园,4居室,南卧,罗湖区,罗湖区-百仕达-新港鸿花园,13.20㎡,4室1厅2卫,2260
合租·侨社小区,6居室,南卧,罗湖区,15.00,南,低楼层（8层）,1400
鹏兴花园五期,3室2厅,东南/南,罗湖区,81.00,东南南,中楼层（18层）,6000
天玺一号,3室2厅,东南,罗湖区,63.00,东南,高楼层（32层）,9000
合租·128大院,4居室,南卧,罗湖区,罗湖区-东门-128大院,17.76㎡,4室1厅1卫,1790
嘉湖新都,1室1厅,南,罗湖区,32.00,南,低楼层（25层）,4200
铁东小区,3室2厅,南,罗湖区,85.00,南,高楼层（7层）,5300
缤纷时代家园,2室1厅,北,罗湖区,60.00,北,低楼层（33层）,6000
合租·中海天钻,5居室,东卧,罗湖区,罗湖区-万象城-中海天钻,10.02㎡,5室1厅2卫,2430
都市名园,3室2厅,东,罗湖区,105.59,东,中楼层（32层）,8500
合租·经典家园,4居室,东卧,罗湖区,罗湖区-地王-经典家园,6.70㎡,4室1厅2卫,1590
海珑华苑,1室0厅,北,罗湖区,45.00,北,中楼层（27层）,3400
合租·深业东岭二期,4居室,东卧,罗湖区,罗湖区-黄贝岭-深业东岭二期,11.60㎡,4室1厅2卫,2590
都市名园,3室2厅,南,罗湖区,84.97,南,中楼层（32层）,8500
合租·马古岭小区,4居室,南卧,罗湖区,罗湖区-翠竹-马古岭小区,8.00㎡,4室1厅2卫,1930
柏丽花园,2室1厅,西南,罗湖区,76.00,西南,中楼层（32层）,6500
合租·都市名园,4居室,北卧,罗湖区,罗湖区-万象城-都市名园,9.90㎡,4室1厅2卫,2690
柏丽花园,2室1厅,西南,罗湖区,76.00,西南,中楼层（32层）,6500
和平广场,2室1厅,南,罗湖区,罗湖区-地王-和平广场,61.61㎡,2室1厅1卫,6800
英丽阁,3室2厅,东南/南,罗湖区,91.00,东南南,中楼层（7层）,6000
合租·金湖花园A区,4居室,南卧,罗湖区,罗湖区-银湖-金湖花园A区,12.10㎡,4室1厅2卫,1860
桐景花园,4室2厅,北,罗湖区,130.00,北,高楼层（24层）,8500
合租·翠竹苑,4居室,东卧,罗湖区,罗湖区-百仕达-翠竹苑,8.90㎡,4室1厅1卫,1530
鸿园居,2室1厅,北,罗湖区,68.00,北,高楼层（18层）,6200
合租·红岗西村,4居室,南卧,罗湖区,罗湖区-银湖-红岗西村,9.83㎡,4室1厅1卫,1460
祥和花园二期,2室2厅,西北,罗湖区,54.26,西北,高楼层（9层）,4500
合租·英达花园,5居室,北卧,罗湖区,罗湖区-布心-英达花园,10.60㎡,5室1厅2卫,1530
新世界鹿茵翠地,3室2厅,南,罗湖区,107.00,南,中楼层（17层）,7000
合租·公路局大院,4居室,东卧,罗湖区,罗湖区-翠竹-公路局大院,6.80㎡,4室1厅2卫,1260
梧桐山新居二期,2室1厅,北,罗湖区,59.00,北,中楼层（9层）,4500
合租·同乐大厦,3居室,西卧,罗湖区,罗湖区-东门-同乐大厦,8.20㎡,3室1厅1卫,1530
鹏兴花园五期,3室2厅,南,罗湖区,81.00,南,中楼层（18层）,5800
洪湖大厦,1室1厅,东南,罗湖区,43.00,东南,中楼层（19层）,3400
万科东方尊峪,6室1厅,南,罗湖区,175.00,南,高楼层（24层）,13000
合租·128大院,4居室,南卧,罗湖区,罗湖区-东门-128大院,12.20㎡,4室1厅1卫,1490
瑞丰大厦,2室1厅,东,罗湖区,72.00,东,中楼层（20层）,5800
中贸大厦,3室2厅,西南,罗湖区,111.24,西南,中楼层（24层）,6000
深业东岭一期,2室1厅,东,罗湖区,62.00,东,低楼层（41层）,6000
合租·金丽花园,3居室,东南卧,罗湖区,罗湖区-笋岗-金丽花园,8.77㎡,3室1厅1卫,1560
鸿景翠峰花园,5室2厅,南,罗湖区,159.00,南,中楼层（22层）,13000
华润银湖蓝山,3室2厅,东/东南/南/西南/西,罗湖区,罗湖区-银湖-华润银湖蓝山,112.46㎡,3室2厅2卫,14000
鸿业苑二期,2室1厅,东南,罗湖区,56.00,东南,高楼层（11层）,5600
合租·新秀村南区,3居室,北卧,罗湖区,罗湖区-新秀-新秀村南区,11.00㎡,3室1厅1卫,1590
东门168,1室0厅,南,罗湖区,31.00,南,中楼层（29层）,2600
银座金钻,1室1厅,北,罗湖区,罗湖区-春风路-银座金钻,44.00㎡,1室1厅1卫,4430
雍翠豪园,5室2厅,复式,罗湖区,129.36,东南,高楼层（9层）,13000
东门金座,1室1厅,北,罗湖区,罗湖区-东门-东门金座,29.04㎡,1室1厅1卫,3530
鸿景翠峰花园,5室2厅,南,罗湖区,159.00,南,中楼层（22层）,13000
合租·中海天钻,5居室,西卧,罗湖区,罗湖区-万象城-中海天钻,7.50㎡,5室1厅1卫,1790
鸿翔花园,1室0厅,北,罗湖区,35.00,北,中楼层（29层）,3500
合租·景贝南小区,4居室,南卧,罗湖区,罗湖区-黄贝岭-景贝南小区,17.90㎡,4室1厅2卫,1890
中华花园,4室2厅,东南,罗湖区,100.00,东南,低楼层（29层）,7500
合租·中海天钻,5居室,西卧,罗湖区,罗湖区-万象城-中海天钻,5.30㎡,5室1厅2卫,1630
今日家园,3室2厅,复式,罗湖区,73.11,南,低楼层（25层）,6000
合租·景贝南小区,4居室,南卧,罗湖区,罗湖区-黄贝岭-景贝南小区,11.30㎡,4室1厅1卫,1690
东方皇宫,2室1厅,南,罗湖区,50.00,南,低楼层（29层）,4300
合租·布心花园一区,3居室,南卧,罗湖区,罗湖区-布心-布心花园一区,11.50㎡,3室1厅1卫,1760
庐峰翠苑,4室2厅,东南,罗湖区,136.00,东南,中楼层（17层）,10800
合租·都市名园,5居室,北卧,罗湖区,罗湖区-万象城-都市名园,10.00㎡,5室1厅2卫,3230
金城华庭,1室1厅,西北,罗湖区,37.00,西北,中楼层（24层）,3800
合租·布心花园一区,4居室,西卧,罗湖区,罗湖区-布心-布心花园一区,7.20㎡,4室1厅1卫,1330
龙屋小区,4室2厅,东南/南,罗湖区,98.93,东南南,中楼层（6层）,5600
合正锦园北区,2室1厅,南,罗湖区,77.06,南,高楼层（11层）,5800
庐山花园,3室1厅,南,罗湖区,92.00,南,低楼层（30层）,6000
合租·马古岭小区,4居室,南卧,罗湖区,罗湖区-翠竹-马古岭小区,9.00㎡,4室1厅1卫,1630
港逸豪庭,3室2厅,西南,罗湖区,120.39,西南,高楼层（43层）,7600
泊林花园,3室1厅,西南,罗湖区,71.88,西南,低楼层（23层）,7800
曦龙山庄,4室2厅,复式,罗湖区,172.00,南,低楼层（7层）,13000
东门金座,1室1厅,北,罗湖区,罗湖区-东门-东门金座,29.04㎡,1室1厅1卫,3530
怡泰大厦,3室1厅,东南,罗湖区,96.00,东南,低楼层（42层）,6500
幸福里雅居,4室2厅,南,罗湖区,罗湖区-万象城-幸福里雅居,252.00㎡,4室2厅4卫,40000
中国南海工程有限公司大院,2室1厅,南,罗湖区,89.33,南,中楼层（7层）,5000
碧湖花园,1室1厅,北,罗湖区,罗湖区-洪湖-碧湖花园,28.00㎡,1室1厅1卫,3490
名仕阁,1室0厅,南,罗湖区,40.00,南,高楼层（33层）,4200
长丰苑,1室0厅,西南,罗湖区,罗湖区-春风路-长丰苑,38.89㎡,1室0厅1卫,4690
鸿翔花园,1室0厅,北,罗湖区,35.00,北,中楼层（29层）,3500
合租·百仕达花园二期,4居室,东卧,罗湖区,罗湖区-百仕达-百仕达花园二期,25.50㎡,4室2厅2卫,3690
怡都大厦,2室1厅,东,罗湖区,68.50,东,高楼层（21层）,5200
碧湖花园,1室1厅,北,罗湖区,罗湖区-洪湖-碧湖花园,28.00㎡,1室1厅1卫,3490
金丽豪苑,3室2厅,南,罗湖区,101.00,南,高楼层（34层）,6800
峰度天下,3室2厅,西北,罗湖区,罗湖区-新秀-峰度天下,79.48㎡,3室2厅1卫,5700
万科东方尊峪,3室2厅,南,罗湖区,95.23,南,高楼层（24层）,8500
合租·新银座华庭,4居室,北卧,罗湖区,罗湖区-罗湖口岸-新银座华庭,8.18㎡,4室1厅1卫,2230
华丽花园,3室2厅,南/北,罗湖区,88.50,南北,低楼层（28层）,6500
东门金座,1室1厅,北,罗湖区,罗湖区-东门-东门金座,29.04㎡,1室1厅1卫,3530
南洋大厦,2室1厅,南,罗湖区,52.00,南,低楼层（28层）,4000
合租·公路局大院,4居室,南卧,罗湖区,罗湖区-翠竹-公路局大院,24.80㎡,4室1厅2卫,2390
京基东方都会,2室1厅,东南/南,罗湖区,60.70,东南南,中楼层（32层）,6500
合租·马古岭小区,4居室,南卧,罗湖区,罗湖区-翠竹-马古岭小区,12.30㎡,4室1厅1卫,1690
环岛丽园,2室1厅,东南,罗湖区,72.00,东南,低楼层（33层）,6000
合租·布心花园一区,3居室,南卧,罗湖区,罗湖区-布心-布心花园一区,11.50㎡,3室1厅1卫,1760
汇泰大厦,1室1厅,北,罗湖区,41.70,北,高楼层（33层）,5500
东门168,1室0厅,东南,罗湖区,30.56,东南,高楼层（29层）,3000
龙屋小区,3室2厅,东南,罗湖区,98.82,东南,中楼层（7层）,5800
合租·都市名园,5居室,北卧,罗湖区,罗湖区-万象城-都市名园,10.00㎡,5室1厅2卫,3230
兴华小区,3室1厅,北,罗湖区,90.00,北,低楼层（11层）,6000
莲塘花园,3室2厅,北,罗湖区,73.00,北,中楼层（8层）,4800
都市名园,4室2厅,北,罗湖区,166.74,北,高楼层（32层）,16000
合租·布心花园一区,4居室,西卧,罗湖区,罗湖区-布心-布心花园一区,7.20㎡,4室1厅1卫,1330
仙桐馨苑,1室0厅,南,罗湖区,29.00,南,低楼层（8层）,2300
合租·新秀村南区,3居室,北卧,罗湖区,罗湖区-新秀-新秀村南区,11.00㎡,3室1厅1卫,1590
红桂皇冠,1室1厅,南,罗湖区,45.00,南,中楼层（26层）,4200
银座金钻,1室1厅,北,罗湖区,罗湖区-春风路-银座金钻,44.00㎡,1室1厅1卫,4430
广西外贸住宅小区,2室1厅,南,罗湖区,50.00,南,高楼层（30层）,3700
合租·马古岭小区,4居室,南卧,罗湖区,罗湖区-翠竹-马古岭小区,9.00㎡,4室1厅1卫,1630
阳光天地家园,3室2厅,南,罗湖区,75.00,南,低楼层（32层）,7000
合租·中海天钻,5居室,西卧,罗湖区,罗湖区-万象城-中海天钻,7.50㎡,5室1厅1卫,1790
东门168,1室0厅,东南,罗湖区,30.56,东南,高楼层（29层）,3000
合租·景贝南小区,4居室,南卧,罗湖区,罗湖区-黄贝岭-景贝南小区,17.90㎡,4室1厅2卫,1890
龙屋小区,3室2厅,东南,罗湖区,98.82,东南,中楼层（7层）,5800
合租·中海天钻,5居室,西卧,罗湖区,罗湖区-万象城-中海天钻,5.30㎡,5室1厅2卫,1630
万科彩园,2室2厅,西南,罗湖区,65.00,西南,低楼层（31层）,6000
合租·景贝南小区,4居室,南卧,罗湖区,罗湖区-黄贝岭-景贝南小区,11.30㎡,4室1厅1卫,1690
百仕达乐湖,3室2厅,东,罗湖区,115.82,东,中楼层（34层）,13000
合租·京基东方颐园,3居室,南卧,罗湖区,罗湖区-螺岭-京基东方颐园,11.11㎡,3室1厅1卫,2290
金祥都市花园,3室1厅,东南/南,罗湖区,92.00,东南南,高楼层（11层）,5200
华隆园,1室1厅,东,罗湖区,罗湖区-螺岭-华隆园,44.00㎡,1室1厅1卫,4290
翠苑家园,3室2厅,东南/南,罗湖区,107.00,东南南,高楼层（45层）,7000
合租·百仕达花园二期,4居室,东卧,罗湖区,罗湖区-百仕达-百仕达花园二期,25.50㎡,4室2厅2卫,3690
同乐大厦,2室1厅,西南,罗湖区,70.00,西南,中楼层（30层）,4300
合租·新秀村北区,4居室,西北卧,罗湖区,罗湖区-新秀-新秀村北区,13.70㎡,4室1厅1卫,1590
合租·港莲二村,3居室,北卧,罗湖区,11.19,北,高楼层（7层）,1350
梧桐山新居一期,1室1厅,南,罗湖区,28.00,南,低楼层（6层）,2700
时尚新居,1室0厅,东,罗湖区,32.00,东,低楼层（29层）,3200
幸福里雅居,4室2厅,南,罗湖区,罗湖区-万象城-幸福里雅居,252.00㎡,4室2厅4卫,40000
鹏公馆,2室1厅,东,罗湖区,37.09,东,高楼层（29层）,4500
培森大厦,1室1厅,东南,罗湖区,52.63,东南,高楼层（19层）,4100
港岛银座,1室0厅,东,罗湖区,36.17,东,低楼层（32层）,4100
长丰苑,1室0厅,西南,罗湖区,罗湖区-春风路-长丰苑,38.89㎡,1室0厅1卫,4690
阳光明居,2室2厅,南,罗湖区,76.00,南,中楼层（12层）,5800
合租·广场北街小区,4居室,东卧,罗湖区,罗湖区-地王-广场北街小区,7.72㎡,4室1厅1卫,1660
星桂园,1室1厅,东南,罗湖区,38.00,东南,中楼层（20层）,5200
港逸豪庭,1室1厅,东/东南/南/西南/西/西北/北/东北,罗湖区,罗湖区-罗湖口岸-港逸豪庭,55.00㎡,1室1厅1卫,3800
怡泰大厦,2室1厅,东北,罗湖区,54.66,东北,低楼层（29层）,3900
万科东方尊峪,5室2厅,南,罗湖区,182.00,南,低楼层（24层）,10000
城市天地广场,1室1厅,北,罗湖区,58.00,北,中楼层（41层）,5200
翠拥华庭二期,2室2厅,东,罗湖区,70.00,东,低楼层（24层）,7500
缤纷时代家园,2室2厅,南,罗湖区,57.00,南,低楼层（33层）,5800
新世界鹿茵翠地,2室1厅,南,罗湖区,79.22,南,中楼层（16层）,5900
翠都花园,3室2厅,东南,罗湖区,86.00,东南,中楼层（7层）,5500
鸿业苑二期,2室1厅,东南,罗湖区,52.00,东南,中楼层（11层）,5500
南塘物业小区,3室1厅,东南,罗湖区,76.00,东南,高楼层（7层）,5800
城市天地广场,1室1厅,南,罗湖区,50.00,南,低楼层（41层）,4200
爵士大厦,1室1厅,南,罗湖区,39.00,南,中楼层（27层）,4700
幸福万象,3室1厅,复式,罗湖区,62.00,北,中楼层（32层）,9000
云峰花园,3室1厅,南,罗湖区,88.60,南,中楼层（33层）,7000
东门168,1室0厅,东,罗湖区,30.00,东,低楼层（24层）,2800
海珑华苑,2室2厅,南,罗湖区,78.00,南,高楼层（34层）,6000
笋岗大厦,1室1厅,南,罗湖区,50.00,南,中楼层（23层）,3800
桐景花园,2室2厅,东南,罗湖区,75.00,东南,中楼层（28层）,5000
骏庭名园,3室1厅,东,罗湖区,103.00,东,低楼层（29层）,8600
世界金融中心,2室1厅,北,罗湖区,43.50,北,中楼层（23层）,3980
文华花园,3室2厅,东南,罗湖区,101.92,东南,中楼层（7层）,5700
港莲二村,2室1厅,南,罗湖区,69.70,南,中楼层（7层）,3200
东方凤雅台,4室2厅,南,罗湖区,194.00,南,高楼层（9层）,12000
高嘉花园,3室1厅,南/西南,罗湖区,66.20,南西南,低楼层（6层）,4100
外贸大院,3室2厅,南,罗湖区,86.00,南,中楼层（7层）,5500
海珑华苑,2室2厅,南,罗湖区,77.00,南,中楼层（34层）,5500
大地苑小区,3室1厅,南,罗湖区,83.00,南,中楼层（8层）,5500
书院街小区,3室2厅,南,罗湖区,95.46,南,高楼层（9层）,5000
星湖花园,2室1厅,北,罗湖区,50.00,北,中楼层（7层）,4000
供电南苑,1室1厅,东,罗湖区,45.00,东,中楼层（31层）,3800
红岗西村,3室2厅,南,罗湖区,85.00,南,高楼层（8层）,4000
洪湖一街五号大院罗湖区,2室1厅,南/北,罗湖区,75.00,南北,中楼层（7层）,4000
观山瑞苑,2室1厅,南,罗湖区,66.77,南,高楼层（46层）,5600
金银园,2室1厅,南,罗湖区,58.00,南,中楼层（13层）,5900
泰和花园,5室2厅,东南/南,罗湖区,160.12,东南南,低楼层（7层）,15000
鹏兴花园一期,4室2厅,南,罗湖区,95.00,南,高楼层（8层）,6000
松泉公寓,2室2厅,南,罗湖区,62.89,南,中楼层（9层）,3800
缤纷时代家园,1室1厅,东南/南,罗湖区,40.00,东南南,高楼层（32层）,4300
国都花园,2室1厅,北,罗湖区,75.74,北,中楼层（30层）,6100
四季御园,3室2厅,南,罗湖区,78.00,南,低楼层（47层）,7000
东门168,1室0厅,南,罗湖区,23.00,南,高楼层（24层）,2300
万科东方尊峪,2室2厅,南,罗湖区,88.00,南,高楼层（18层）,7000
联城美园,1室0厅,南,罗湖区,28.22,南,高楼层（35层）,3050
合租·侨社小区,6居室,南卧,罗湖区,15.00,南,低楼层（8层）,1400
合租·侨社小区,6居室,南卧,罗湖区,15.00,南,低楼层（8层）,1400
金鼎大厦,3室1厅,东,罗湖区,83.33,东,低楼层（28层）,7000
景贝北小区,4室2厅,南,罗湖区,102.88,南,高楼层（7层）,6800
东门168,1室0厅,南,罗湖区,28.95,南,中楼层（24层）,2700
汇金天琅大厦,2室1厅,南,罗湖区,36.92,南,低楼层（33层）,7000
邮电大院,3室2厅,东南,罗湖区,89.00,东南,中楼层（23层）,6300
金丽豪苑,2室1厅,西,罗湖区,40.44,西,中楼层（30层）,4500
联城美园,1室1厅,东南,罗湖区,36.41,东南,中楼层（35层）,4000
翠景山庄,2室1厅,南,罗湖区,70.00,南,低楼层（15层）,5600
华清园,3室1厅,复式,罗湖区,74.34,北,中楼层（17层）,4000
旭飞华天苑,1室1厅,南,罗湖区,28.00,南,高楼层（33层）,2400
广东省银行大厦,2室1厅,南,罗湖区,69.00,南,中楼层（25层）,5500
都市名园,3室2厅,东,罗湖区,105.59,东,中楼层（32层）,8500
梧桐山新居二期,3室2厅,西南,罗湖区,88.00,西南,低楼层（9层）,5500
友谊大厦,2室1厅,东南,罗湖区,42.47,东南,中楼层（24层）,3800
中信星光名庭,4室1厅,南,罗湖区,188.23,南,中楼层（27层）,16000
鸿翔花园,1室1厅,东北,罗湖区,35.00,东北,低楼层（29层）,3500
京基一百大厦,1室2厅,东,罗湖区,44.00,东,中楼层（32层）,5600
红群楼,2室1厅,东,罗湖区,73.00,东,低楼层（6层）,6000
银晖名居,1室1厅,东,罗湖区,34.14,东,中楼层（19层）,3100
中信星光名庭,2室2厅,西南,罗湖区,77.07,西南,低楼层（32层）,9000
怡泰大厦,1室1厅,东南/南,罗湖区,56.00,东南南,高楼层（29层）,4000
怡泰大厦,3室1厅,东南/南,罗湖区,98.00,东南南,中楼层（42层）,6800
东悦名轩,1室1厅,南,罗湖区,37.00,南,低楼层（33层）,4000
锦星花园,3室2厅,南,罗湖区,102.00,南,高楼层（6层）,5500
时尚新居,1室1厅,西北,罗湖区,45.00,西北,低楼层（29层）,3300
合租·国晖大厦罗湖,6居室,东卧,罗湖区,18.00,东,中楼层（26层）,2200
罗湖金岸大厦,3室2厅,西南,罗湖区,77.00,西南,中楼层（33层）,5700
海珑华苑,2室2厅,南,罗湖区,60.18,南,低楼层（27层）,5000
东门168,1室0厅,东南,罗湖区,27.00,东南,中楼层（29层）,2500
东门168,1室0厅,东南,罗湖区,19.18,东南,中楼层（29层）,2100
置地逸轩,1室1厅,北,罗湖区,45.00,北,高楼层（33层）,6000
锦缘里嘉园,2室1厅,南,罗湖区,60.00,南,低楼层（30层）,6200
物资宿舍大院,3室1厅,东南/南/西南,罗湖区,70.32,东南南西南,高楼层（6层）,5000
曦龙山庄,4室2厅,南,罗湖区,157.00,南,中楼层（8层）,9800
京基一百大厦,1室1厅,西南/西,罗湖区,44.00,西南西,高楼层（32层）,5400
华达园公寓,1室1厅,东北,罗湖区,43.00,东北,高楼层（33层）,3800
深业东岭一期,3室1厅,东,罗湖区,75.00,东,中楼层（41层）,6900
观山祥苑,2室1厅,南,罗湖区,68.00,南,高楼层（49层）,5500
翠拥华庭一期,2室1厅,东,罗湖区,84.00,东,中楼层（32层）,8800
桐景花园,2室2厅,北,罗湖区,78.97,北,低楼层（29层）,4500
金城大厦,2室1厅,东南,罗湖区,46.37,东南,中楼层（23层）,5500
合租·百仕达花园二期,4居室,西南卧,罗湖区,12.00,西南,高楼层（3层）,2450
万科东方尊峪,4室2厅,南,罗湖区,181.00,南,中楼层（24层）,18000
嘉福苑,3室1厅,南,罗湖区,99.87,南,高楼层（7层）,6800
龙景花园,2室1厅,东南,罗湖区,68.50,东南,高楼层（12层）,4500
聚龙大厦,3室2厅,东南/南,罗湖区,133.44,东南南,低楼层（31层）,9000
鸿景翠峰花园,5室2厅,南,罗湖区,159.00,南,中楼层（22层）,13000
城市天地广场,1室1厅,南,罗湖区,51.00,南,高楼层（39层）,5000
新世界鹿茵翠地,2室2厅,北,罗湖区,79.00,北,中楼层（17层）,5600
愉天小区,1室1厅,南,罗湖区,35.00,南,中楼层（7层）,3000
东门天下,2室1厅,东,罗湖区,90.00,东,高楼层（31层）,6500
天元大厦,3室2厅,西,罗湖区,109.00,西,中楼层（30层）,7300
华达园公寓,1室0厅,东南,罗湖区,28.09,东南,高楼层（33层）,2500
海珑华苑,1室0厅,南,罗湖区,45.00,南,中楼层（27层）,3100
蕙兰雅居,2室2厅,南,罗湖区,75.00,南,中楼层（21层）,5500
桂木园,3室2厅,南,罗湖区,86.00,南,中楼层（5层）,5500
合租·粤海新村,4居室,南卧,罗湖区,罗湖区-百仕达-粤海新村,9.40㎡,4室1厅1卫,1630
